	filename	st_time	label	type	sudo_label
103762	VvHMFIeImLw	147	257	train	45
103187	Vi2gzCrS-fE	25	257	train	278
32559	8FHZ1Kk7dmQ	51	257	train	257
121138	aqHiEs78wdg	138	257	train	233
188235	zLkXJ5-Vyf0	17	257	train	257
124987	cAfe8ZYnlSU	72	257	train	294
176706	uu28GqPyvig	127	257	train	257
154409	mNJHepWxxxs	34	257	train	257
131751	eYlFemOl3nk	339	257	train	230
112994	Z3laAjANZiY	167	257	train	257
114625	ZcJ1wcZ1PIs	10	257	train	257
37239	9kzyx_CL5x4	50	257	train	257
17615	3lKsfBvfLbk	204	257	train	257
54347	Ez0Oa7ZiZJA	215	257	train	138
101057	UtQxIoxONvI	290	257	train	257
3049	-mAZjEo-lvw	223	257	train	257
13128	2WnPwsQ1Ku4	6	257	train	257
93965	SNndVYIMO-s	158	257	train	257
72272	KsDnCbk_5x4	41	257	train	257
103568	VqkJ1oe1D3U	222	257	train	257
169363	ri2fX8XU0Tc	462	257	train	257
141551	htV2ZEFkpfU	460	257	train	257
131750	eYlFemOl3nk	108	257	train	74
184083	xrbYx0f369Y	74	257	train	257
136584	gCioQBZ3RcI	98	257	train	257
62544	HhnDdPU7KZE	104	257	train	257
110714	YHxVePeD2VU	16	257	train	257
148511	kMEeCE--TXQ	79	257	train	257
123438	bceT67WUxXw	218	257	train	257
94446	SZT62_kKf34	95	257	train	257
110832	YKLqVHlgSiw	80	257	train	257
58070	GF0TW9afvTU	344	257	train	257
138984	h0025UfxME0	308	257	train	257
14935	315F_F13YB0	71	257	train	257
75218	LrT96quJM5U	155	257	train	257
143320	iWBJxme1d8A	30	257	train	257
30603	7c2CvOpaqLs	102	257	train	257
164528	pxwmdNxAx9M	78	257	train	257
46000	CRcRNHVak7s	129	257	train	257
184173	xtT7a9-9Ufk	169	257	train	257
8645	1HX4YEu1J5U	431	257	train	257
110662	YGpV0oprouA	659	257	train	257
92266	Rl0aaF32hV4	220	257	train	94
33508	8Y_YV17nmRg	330	257	train	257
51348	E2kVtH3wdEk	90	257	train	257
11509	24DzsVFdfLw	103	257	train	257
2424	-bqS7iJIeMU	198	257	train	257
143321	iWBJxme1d8A	42	257	train	101
153927	mCS9mmTFZo0	90	257	train	257
189331	zjvZEDNJgr4	7	257	train	257
73299	LDMobRKsq2w	126	257	train	257
184	-1rZFviqTTQ	3	257	train	257
123324	b_abDWAF8CU	111	257	train	257
136779	gHApYWGQNyw	160	257	train	284
19239	4DlXhfKuWQ4	132	257	train	257
185162	yFuDYRwZ3EA	237	257	train	192
109343	XoqPCnlpymI	177	257	train	195
16611	3U4OtgrDUPg	76	257	train	257
165131	qANG2Fef30o	975	257	train	257
56301	FdP9dqK6exA	248	257	train	257
163415	pYwZ86T0QrA	519	257	train	257
176707	uu28GqPyvig	315	257	train	153
78172	Msb0hD_5evU	478	257	train	104
93737	SIw5ChGOADE	374	257	train	263
31085	7lVMcFjoOL4	96	257	train	204
138983	h0025UfxME0	264	257	train	257
23957	5dDXwfcNEUE	73	257	train	257
57526	G2_FRWIUZ30	588	257	train	257
187570	z6r5LSZLtlU	41	257	train	271
23958	5dDXwfcNEUE	123	257	train	257
74820	LiycJTJ3kKA	344	257	train	257
1466	-NT3v_AC1UY	212	257	train	22
111841	Yeo8mSgMuvw	352	257	train	257
40820	ApHO9aS5gJM	44	257	train	257
56058	FZ79eO4pk88	32	257	train	257
163077	pQrnDC-kPHk	106	257	train	257
94481	S_1RW4kyeLg	46	257	train	286
138780	gwu07YvuPaQ	42	257	train	66
27618	6iOX3PqRp_I	26	257	train	209
44355	Bw6g_2HjLOI	247	257	train	257
57420	G0E7oBQKM1Q	165	257	train	41
50015	DeDWX5iVhr0	6	257	train	100
167465	r0awX-OxKM4	47	257	train	257
13296	2ZYgLySs6j0	40	257	train	257
167365	qz8PiT-g2Lc	21	257	train	290
15813	3FCHjCXDZRQ	362	257	train	257
163133	pRpAQYM8QU8	242	257	train	38
129652	doWcMxaNfRE	116	257	train	172
73380	LEpzp8DnWyY	140	257	train	60
150095	kuaCGYnF3R0	259	257	train	257
93646	SG_aifKvyj4	249	257	train	257
83253	OfAftlLJ0PU	30	258	train	231
89433	QoIQvo6d4tc	210	258	train	258
53352	EfN8PDNfDNg	40	258	train	258
151449	lN8drKUMf-Y	0	258	train	258
150843	l99en73PXbc	30	258	train	258
162663	pH7jTg6Mx1I	3	258	train	64
174183	tpBPyk7_8_A	10	258	train	259
144261	iqWZOwaECdE	30	258	train	106
115607	ZyFp2MGyIuo	37	258	train	273
92355	RmzqFODP-iM	30	258	train	258
64339	II3Er-VitEc	42	258	train	282
72117	Komjd9MRmF8	30	258	train	152
69955	K5X1psAsr2w	30	258	train	258
179518	wGtswsA8fIQ	5	258	train	258
96429	TF_2DiR32vE	30	258	train	258
6499	0fTwdhslb6E	22	258	train	258
73231	LC9yvrwH3c0	98	258	train	170
48894	DKP-wW1YaPM	30	258	train	237
139018	h0_L_EzzQKE	30	258	train	258
60633	H5O12kyqGig	30	258	train	243
119471	aI3QJk7ZtE4	91	258	train	258
47116	ClKKq-Yq1Zs	454	258	train	258
52164	EHwlgNGg4ho	30	258	train	181
135109	fhrpCxYp_JE	30	258	train	258
118649	a0xgWThbrKA	30	258	train	258
127490	d3xLXQ-rYmw	230	258	train	258
505	-78SgLvt7_k	30	258	train	258
188029	zGgLASLHY1o	50	258	train	258
132546	epSRrmfKw0g	30	258	train	258
188413	zQUlGezntGo	40	258	train	258
124075	bqQJZiEEB0g	30	258	train	110
134853	fbqre1i9zBk	9	258	train	258
53431	EgQr81c2nKE	96	258	train	47
53528	Ei95Wwkh1GE	59	258	train	258
1857	-URzO1H3bs8	30	258	train	258
88255	QOPmqP_OGWA	30	258	train	258
86011	PcKrWmot2pQ	140	258	train	258
101099	UubcRCI5_Vg	30	258	train	258
107524	XCHwItrNPYU	4	258	train	258
92112	RhxINlVySy8	30	258	train	258
111278	YTw2V9FwxG8	5	258	train	170
105092	WObUEHLV1D8	30	258	train	258
137877	gdYuG40uKaQ	29	258	train	258
72078	KntKUWinBXA	1	258	train	258
68111	JVrovlWzCFQ	42	258	train	258
11368	21u8CsPMWsw	6	258	train	258
169631	rooPPLtK9pg	12	258	train	168
60529	H2r4JHm00Vg	260	258	train	119
38728	ADVEdfStDaI	30	258	train	222
89080	QgXM3g7J2Cw	28	258	train	233
53353	EfN8PDNfDNg	67	258	train	258
116012	_6B4UK4tNSc	185	258	train	258
35608	9EKe30uKwVI	30	258	train	135
122585	bK7cXv9gqoE	2	258	train	258
88639	QX-52_P2HTw	19	258	train	73
148698	kQaOMA6E6RU	26	258	train	258
1665	-QiRG_vliUg	5	258	train	258
99928	UVbdEmVa0dM	30	258	train	175
15102	33hajppi4yg	30	258	train	258
60923	HAd-X7j7N4w	12	258	train	258
114886	ZhpRqaGvkCI	30	258	train	125
37169	9jcP7m6lFYI	80	258	train	258
153006	lu8yAdQT-7w	30	258	train	225
109253	XmlZv-UA2zg	9	258	train	258
64340	II3Er-VitEc	83	258	train	258
154741	mUcHZ9yH3j8	30	258	train	258
32575	8FbJkBe9dsM	5	258	train	258
7336	0vJ9IdwDZgI	30	258	train	258
184648	y3htAS3QrFI	11	258	train	258
114359	ZXTx_-x7mA4	30	258	train	258
188600	zUinGkfkq7Y	10	258	train	258
68294	JZcUEJr6psE	30	258	train	32
15647	3Cq276AY0Lo	0	258	train	258
30323	7XUt6sQS7nM	30	258	train	258
83351	Ogs40xmMJK4	30	258	train	258
58390	GM0e8rcVu5s	10	258	train	258
151736	lTW0tI6mjlw	30	258	train	258
148594	kODyNm_neBM	747	258	train	258
115606	ZyFp2MGyIuo	10	258	train	258
131508	eTbGbaaivm4	21	258	train	286
127251	czB-bpqQ54A	30	258	train	258
43690	Bi_vDGDEZKQ	30	258	train	258
133705	fDyATRWLEUU	30	258	train	194
156412	n3hQRzgtVAA	0	258	train	258
92070	Rh8Wo3vVbqc	13	258	train	258
99769	US08t3jUrUc	58	258	train	258
113954	ZO5BH4boyyk	247	258	train	258
9255	1SMerEFcw_E	170	258	train	181
138314	gmikjMtu3IA	30	258	train	258
67291	JF2kRKhc6pw	30	258	train	71
110455	YByxlBBNJu8	40	258	train	258
26179	6GW2IJDwr6A	30	258	train	258
6210	0aoLIWegrdE	30	258	train	12
76747	MNZfV3fxWBI	40	258	train	61
10510	1n5WiM-jP8U	31	258	train	176
76616	MKrQ6akI730	0	258	train	258
109	-0kJ0SVWD7E	30	258	train	258
88075	QKDZwhFBdPM	1	258	train	258
115704	_-OhyDGpeJA	11	258	train	258
33229	8SD8tipwJjY	15	258	train	229
125825	cTj-bp7TaWU	30	258	train	258
88076	QKDZwhFBdPM	11	258	train	296
150633	l4rX2nCBHjc	2	258	train	258
38487	A9PsvQB3nYQ	5	258	train	258
109254	XmlZv-UA2zg	144	258	train	258
70985	KSfjfM22eCg	30	258	train	274
21597	4wlHqYATPy8	177	258	train	258
20373	4Zzqkyn-_0s	119	258	train	258
111921	YgU4V228oy8	30	258	train	258
86656	PpccpglnNf0	51	258	train	258
127569	d5itsbzJF3s	30	258	train	258
147776	k6O4e-RGwJI	58	258	train	258
20414	4_ZatOX33IA	16	258	train	258
174931	u5YHwl4OWN8	9	258	train	258
42280	BGsKmMQxhtY	14	258	train	258
131584	eVN2GdLLvXY	1	258	train	240
79850	NSSrKd0VQZI	30	258	train	252
187167	yyGk2dAOjZM	50	258	train	258
10511	1n5WiM-jP8U	115	258	train	258
132657	ervX5J6-kzM	30	258	train	258
118587	a-sQegOpKek	30	258	train	258
48393	DAY4nWKroS8	30	258	train	258
92071	Rh8Wo3vVbqc	23	258	train	258
96090	T7Ryc4OzhSg	25	259	train	259
117831	_kdj4cVnRWI	68	259	train	259
20899	4iV2AKbTZaU	8	259	train	259
79684	NObDNK3GBGs	74	259	train	25
64199	IEtugDK9ugc	105	259	train	259
179974	wRQgIEc4Ce4	872	259	train	141
112448	YsyVT1-nDP8	238	259	train	257
11146	1zNDn5ZKuBU	40	259	train	259
100617	Ujv4pqQvcdQ	122	259	train	259
110830	YKI7qy55HBg	98	259	train	22
8240	1ABfgNr8Pkw	234	259	train	83
4818	0EDj8eGlEJY	143	259	train	84
124202	buG3Cx0WhUA	258	259	train	259
44442	BxwydTZiLG4	48	259	train	259
132702	etEr9TY-fwU	78	259	train	59
135612	fsngvWLQZsQ	223	259	train	259
162610	pGMxj1fvw8A	16	259	train	259
40357	AgbBzKqqFEg	110	259	train	259
85913	PaOuM5N4StM	69	259	train	187
37934	9ze1Lo81_lU	2	259	train	259
59383	GffkVKkAWpM	335	259	train	259
83305	Og96neMFigE	15	259	train	259
84567	P79L9vo3pdM	113	259	train	79
82527	OP2xbIMVBfw	158	259	train	279
44390	BwgaXTKkhag	166	259	train	259
87180	Q-TOrCUZVaA	185	259	train	61
51683	E8kiWmlMN_A	183	259	train	259
36348	9UFo_Qu6tfY	138	259	train	259
15011	32AHRKGfG5c	403	259	train	259
110235	Y7YU20sl0qg	269	259	train	259
90632	RE1EKKqfJZE	135	259	train	259
169306	rgcCI4DzzXc	18	259	train	259
171637	sgqkxJ9rVwI	184	259	train	259
4819	0EDj8eGlEJY	299	259	train	259
96489	TH6vM4AyBGA	62	259	train	259
94640	ScatwNrAH_o	146	259	train	259
92588	Rslc8Defa9w	94	259	train	259
182664	xNfX7ZyLllM	98	259	train	259
112541	Yv28YXL4gkA	140	259	train	259
53549	EiU3UkmR56k	409	259	train	259
65368	Ibas2aHHcnI	48	259	train	259
67413	JHc7iOOxLiI	76	259	train	259
99828	UTRxmMjs_1w	294	259	train	259
42689	BQ0_TuaVsaU	91	259	train	80
66805	J404fzw-2qQ	406	259	train	259
50594	Don6ztvIbGo	134	259	train	259
182411	xImd8h6dwp4	13	259	train	254
39560	AT9kSJ-wZ0w	58	259	train	259
17884	3qKOG6wbxbw	112	259	train	259
67338	JFy0z0TwCQk	37	259	train	259
134381	fSgCE9j0fd4	167	259	train	259
136381	g7pOLzJDMqg	29	259	train	259
158656	nqdbD3TQLeM	295	259	train	259
8241	1ABfgNr8Pkw	246	259	train	259
96465	TGTT1-zblbA	85	259	train	259
95521	SvTnKzT3YIo	90	259	train	259
36347	9UFo_Qu6tfY	120	259	train	259
127240	cydHTfqMGro	285	259	train	259
143508	i_8ZeIY2uxM	119	259	train	259
75590	LzCyOs4NKpA	20	259	train	259
127239	cydHTfqMGro	251	259	train	58
15556	3Aqs_F3FDbI	181	259	train	259
166131	qWZLREWKfAE	442	259	train	259
167250	qws0FFdp7Z8	155	259	train	259
168335	rKR9qQDIUkM	110	259	train	259
10381	1kODOqOgvA0	433	259	train	259
106945	X0A9_Wyvd1s	514	259	train	283
50663	DprwkwJl31U	666	259	train	259
95520	SvTnKzT3YIo	80	259	train	259
41067	AuqxPixG2ls	246	259	train	259
165052	q8g6X_2P4ZQ	363	259	train	259
174858	u3tcxFdBhUw	0	259	train	217
138569	gsLXTvgWTTo	188	259	train	259
185469	yNACYFOTN5E	97	259	train	217
119842	aQMuBjKBTaU	1092	259	train	259
21928	520iRlxkQJ4	95	259	train	259
3744	-ydhFFApMV4	84	259	train	259
81378	O0JmuBS8zBs	97	259	train	259
136382	g7pOLzJDMqg	67	259	train	259
5153	0KjqpeytyKg	108	259	train	244
172809	tHo_S57mJAc	43	259	train	56
2506	-d4La4GV2is	66	259	train	259
142136	i5DodCtQSRc	138	259	train	226
83910	OstvLCkVST0	93	259	train	259
72613	KzKvQgQik2Y	315	259	train	259
65369	Ibas2aHHcnI	88	259	train	259
96703	TLjmltq-yhI	50	259	train	206
121956	b7Z9dYvgSMs	33	259	train	259
51501	E5l-A-7Xalw	31	259	train	144
71924	KkIuqGsZfnM	128	259	train	259
82884	OWyYt_6OCrw	334	259	train	259
149083	kYuHJgFPLGg	68	259	train	259
116924	_R8a5J5vcfo	47	259	train	259
135245	fkP1Yqn0N_0	0	259	train	259
151564	lPXibRIpd90	32	259	train	259
110829	YKI7qy55HBg	88	259	train	259
7942	14v0SDRCZQ4	371	259	train	200
40356	AgbBzKqqFEg	83	259	train	259
38596	ABB8aRiKurQ	216	259	train	259
185484	yNeD-KanEdU	309	259	train	294
41653	B5ci58-7gqE	16	259	train	259
87179	Q-TOrCUZVaA	132	259	train	302
182665	xNfX7ZyLllM	446	259	train	176
186189	ycTdSUii7Ek	262	259	train	259
32911	8M7_OoaSvPo	220	259	train	259
104784	WGpIB2Y0ZTo	58	259	train	259
30209	7UuSQyK1kZA	60	259	train	48
107800	XINmeN--FPw	185	259	train	259
75782	M2WDGa8mxjQ	47	259	train	153
7144	0ruHvSkfoB8	154	259	train	259
162313	p91QYeROS4w	521	259	train	259
107801	XINmeN--FPw	195	259	train	259
125061	cCT4NjaLwYg	39	259	train	192
170267	s4OrBmfGz9s	168	259	train	83
164687	q0ASf3yHPxw	538	259	train	259
92587	Rslc8Defa9w	50	259	train	26
100616	Ujv4pqQvcdQ	46	259	train	121
113421	ZD2npEYoZHo	401	259	train	259
176197	udoz5HwKSQ4	150	259	train	279
169148	rcoKM4AaWQo	270	259	train	26
72612	KzKvQgQik2Y	278	259	train	77
13907	2iV450BENXM	125	259	train	228
85914	PaOuM5N4StM	193	259	train	259
55000	FChJG4UrmUU	655	260	train	260
188681	zWGM9cEXOR8	26	260	train	260
90567	RCUX2Y8AhjM	12	260	train	260
78942	N8VTAvMasFU	20	260	train	190
71759	KgXDd2sqY6I	920	260	train	260
66089	IqIMmMTajxI	97	260	train	260
175764	uQWBA8q8JEs	30	260	train	260
59490	Ghls_BscHzE	408	260	train	260
10081	1fykauxYW38	288	260	train	142
19296	4EsM7s29t2o	36	260	train	260
124514	c0EV5Wewf60	41	260	train	260
72068	Knaf-ct3vtY	10	260	train	260
42667	BPcFdofkcFw	62	260	train	260
23392	5UIeFh-l1U0	135	260	train	260
176182	udVRKeL8L0I	99	260	train	13
140151	hR299JszJZo	626	260	train	260
23029	5MsBKdHOfc0	31	260	train	260
156087	mxj3KSybTEU	55	260	train	260
131446	eS57rKK3vKY	4	260	train	260
22123	55NhJ9hCHP0	15	260	train	260
52686	ESI5IS8_lRA	13	260	train	260
79639	NNXuxkrNaCM	80	260	train	260
112136	YmDf5G0G_jk	43	260	train	252
21416	4t7-bOEAyZU	20	260	train	260
95231	Speo1leWUp4	74	260	train	260
138775	gws_O8OQSIo	89	260	train	211
55832	FUdBBBCXORg	40	260	train	260
75487	LwkiMRVnT-E	95	260	train	260
9640	1ZAiieYWhGk	36	260	train	260
116447	_Fkk1aEOqOw	0	260	train	260
75229	Lri_tk0Wh2A	6	260	train	260
54700	F5YrIc7t04k	135	260	train	260
10862	1tv9JcilWFg	43	260	train	260
75744	M1dg2Yt2JjQ	29	260	train	260
4845	0Eenj424_UQ	548	260	train	11
90455	R9q12MjoYFo	4	260	train	260
64849	IR4qLEUEfMM	738	260	train	260
101565	V43SOUN7CS8	17	260	train	260
53788	EnRIEBWocps	6	260	train	260
135620	fsvrEY81OdQ	97	260	train	260
187270	z-jm2JpdqWk	132	260	train	97
187452	z4DZawshB84	9	260	train	260
47572	CuUzA89hrOw	650	260	train	260
70774	KOA6XQCZGqw	53	260	train	260
42525	BMMMdoKVhzk	0	260	train	260
138481	gqORliVV674	0	260	train	260
63609	I3Fgc2ltgQA	138	260	train	260
143094	iR8Bcqt7O4E	115	260	train	260
65493	IeEYOwOM5xA	478	260	train	260
105476	WX0_QXKNA2U	161	260	train	260
26650	6QvaR2iGbgA	120	260	train	260
35964	9Lg4tMyzSso	4	260	train	260
188042	zH-CMg8gWz4	335	260	train	184
90039	R0nr84b7EYk	14	260	train	19
88810	Qa2-0K2QS4w	4	260	train	214
132745	eu3vNFErcv0	177	260	train	260
183161	xZQAdCn9D7Q	144	260	train	260
170433	s8WzTIZ4twM	43	260	train	260
123491	bdbkmNjzqbw	22	260	train	260
150058	ktrXpiM3TjA	40	260	train	260
140372	hVmV8D-WxUE	30	260	train	260
127127	cvgBtu49r0w	72	260	train	260
1259	-JqNYOtySQo	544	260	train	260
158206	nglMrshXw88	30	260	train	190
179151	w8wVb9PEaY0	65	260	train	92
173007	tMnOh1ocasA	346	260	train	260
94027	SPcjjVUox74	30	260	train	260
79965	NVsvuLFedK8	40	260	train	260
64582	IMPrYSvy0ks	65	260	train	22
124889	c8QY108YQok	290	260	train	250
43032	BW6Tj2Ld0Tc	30	260	train	260
131130	eLA8yr9XdlY	470	260	train	260
158300	nijNUW_efAA	71	260	train	260
181283	wuBVQ5mWtlg	250	260	train	260
99680	UQUrJ_NqXWs	96	260	train	177
180262	wYoe161Nt6Y	97	260	train	260
184949	yBG0K4AJC7c	110	260	train	95
34144	8kR1woonofI	104	260	train	68
187979	zFWvRFpPyis	35	260	train	260
14734	2z1yKXMDXqw	344	260	train	260
184130	xsMfGEM2T0k	30	260	train	260
189179	zgEyiXMjoeU	66	260	train	260
134652	fYVxHkpiUaA	320	260	train	260
75885	M4srgONsbcQ	186	260	train	30
34823	8zjIzJn2LwA	679	260	train	288
169939	rwmsZcl1Fks	315	260	train	260
630	-9OlCOVm5-o	30	260	train	260
138592	gsfXO34EhQw	14	260	train	152
118384	_vzQPRoN_Xs	100	260	train	245
111945	Yh53KHL4iE0	75	260	train	213
137033	gMeoUqmzLnU	65	260	train	260
155273	mfhqkZCr344	24	260	train	260
180425	wb389y3U0uM	24	260	train	260
55001	FChJG4UrmUU	722	260	train	129
107962	XLtsxN27-Is	36	260	train	260
26150	6FwcVJyNZt0	93	260	train	166
130640	eAX8ybNh8l0	48	260	train	180
61566	HPQzJFAXiLc	1214	260	train	260
142278	i8JpBFcnENw	268	260	train	260
529	-7gEDLZGR_A	741	260	train	260
152453	liwLj2vtjR0	12	260	train	119
16097	3KDaW7NZ8rc	101	260	train	152
147851	k88ciJLS-Sw	603	260	train	260
113130	Z6ZP7YQZ7vQ	520	260	train	291
131812	e_UwVM4bVHo	49	260	train	96
103286	VkLqDOr4tuw	0	260	train	51
60800	H8DHxrGc1M4	51	260	train	221
109546	Xtmy1IipjcU	369	260	train	135
66771	J3SOth--sQ0	86	260	train	260
156131	myWxkFuyzy0	189	260	train	260
32976	8ND1J_cRY5s	229	260	train	54
146918	jnw8kk2ZhU8	24	260	train	89
150004	ksXncCueJyM	178	260	train	76
98112	TrKXqG8Bj1A	74	260	train	260
2884	-jSqtRVLiHg	322	260	train	260
26956	6Xeqf-z6wt0	23	260	train	260
17317	3fCkmtJEcQo	50	260	train	260
85068	PIZFlCE3-eg	31	260	train	183
72227	KrHoMdFDOjM	40	260	train	260
150921	lAvoPjfdcnU	69	260	train	260
130539	e84jKGxBFZ0	112	260	train	260
25327	620f02hdn6c	491	260	train	260
96765	TMyZm7WfzNo	37	260	train	260
127480	d3jgPsGQSdQ	20	261	train	261
3845	0-8zKZWijP0	189	261	train	261
53270	EdznYiybBY0	74	261	train	261
8774	1KMaCbZzYTk	78	261	train	261
105294	WT8LKbT-VMM	70	261	train	266
168784	rUlZT3vTX1E	513	261	train	261
157786	nYMngTR5UEg	30	261	train	214
133766	fFMIOI2GoSA	155	261	train	220
176738	uvUEfRqpEQU	164	261	train	261
143825	ih9IJlPqt6Q	417	261	train	261
136061	g1BPXsE8dsA	110	261	train	261
178629	vuio7hgXnsA	169	261	train	261
168910	rXx0FmqN00g	192	261	train	261
8165	18jhihinnC8	85	261	train	84
140655	ha_c0x3occg	71	261	train	261
89241	QkgZB02X1cw	48	261	train	263
187392	z2shar46huI	105	261	train	101
127302	d-UCj2a9It0	30	261	train	261
147892	k92KcoS2_O8	206	261	train	161
21919	51jBz8wIgYY	30	261	train	261
131296	eOpGCGtCVsE	102	261	train	261
164026	pmdBrMc8xIk	98	261	train	261
179863	wOpuoiRLyi8	500	261	train	266
29609	7IxrKD7FVWc	130	261	train	261
15023	32HqOIGZ-oY	210	261	train	261
36694	9aHorMBAcOI	126	261	train	261
154597	mREB4e9SvM4	530	261	train	219
12761	2R4cKSN7CSc	30	261	train	261
188712	zWnjnKN_VR0	13	261	train	261
12193	2Gp3VYu1B_8	0	261	train	261
3464	-ttlCawlluc	355	261	train	261
95259	Sq7j9hQIK14	92	261	train	261
13868	2hjGstq_uhU	77	261	train	24
49742	D_fYFwQmYRo	40	261	train	261
39882	A_2dYrcnxtY	91	261	train	261
11340	21ViB1LYwEo	224	261	train	261
110078	Y3fccNRSinQ	80	261	train	261
70456	KHNWwAy6Yx0	21	261	train	62
51801	EAscWLlvUKY	171	261	train	261
85329	PP4e9mz5nxY	64	261	train	18
69874	K3qYC3X25nk	14	261	train	261
36148	9QT9zJ_7gPc	149	261	train	44
105845	WdnPAIFn32A	224	261	train	261
46032	CSMYl_WaYdM	75	261	train	178
145673	jM1aMpJwOYw	250	261	train	261
171874	sohv_bp-lMg	84	261	train	261
182115	xBZ3vRndU3Q	343	261	train	261
176261	uftso8xdvtY	118	261	train	261
15209	356xDTtTInU	159	261	train	32
182039	x9uYu4R2nk8	13	261	train	261
104719	WFOM9iSnw4M	540	261	train	261
170869	sKzdaEd6Ths	74	261	train	142
78937	N8KBS23j8dI	178	261	train	261
182767	xQ7-ingO9eY	111	261	train	261
45719	CLoOg3LFI2o	130	261	train	261
134416	fTQk2M7IYMc	227	261	train	261
6744	0kGOe7o30ms	110	261	train	185
160053	oMGn84q5MmU	110	261	train	193
26577	6OraLVDniVg	303	261	train	179
49730	D_UY5lfLJ7o	310	261	train	261
137546	gXKoKOV2L2A	136	261	train	261
80449	Nger7CENCWk	464	261	train	261
73137	LABa4m8Suz8	106	261	train	261
103623	VrrQ6yrMcfs	60	261	train	185
155001	m_lbk0hudW8	80	261	train	211
123556	bf7kDDca10o	158	261	train	261
134785	faVewAuSaLk	100	261	train	261
17549	3k3lbb0Xg0w	30	261	train	64
169833	ruAF71UVMTc	77	261	train	0
114533	ZaZ4GHJJzqY	24	261	train	261
2550	-dsu8i70W7w	30	261	train	248
31331	7qvtIRwroVU	94	261	train	261
155365	mhuJOpM7xfI	100	261	train	257
127923	dDduYxacyN0	76	261	train	261
91726	R_fqqFth7z8	4	261	train	98
143411	iY9G5Kok0ww	39	261	train	261
183139	xZ7HvvSwe6o	227	261	train	261
141495	hsK-2g2rvww	40	261	train	265
74858	LjrOFCM2Is8	470	261	train	261
182241	xEcJyl7cbHM	356	261	train	261
104026	W-a34GzhdFU	169	261	train	261
155861	mt08MzzB8hs	190	261	train	261
89401	QnjzEFPYivs	119	261	train	261
56602	FjMhESAHWYs	112	261	train	261
24434	5lap6cgvln4	30	261	train	261
155999	mvmSpN6mkO8	772	261	train	62
36718	9am9GTpcoLY	70	261	train	261
107155	X4hkwhOiD98	38	261	train	261
108973	Xh92jIXsbAI	270	261	train	261
34836	8zu-Vzjnnmk	87	261	train	261
185912	yXYVHXHcFts	131	261	train	261
169834	ruAF71UVMTc	91	261	train	261
72832	L3DlfInbCfE	107	261	train	261
96660	TKbT5sjtTXA	28	261	train	135
68379	JaWdM6KeEtM	62	261	train	261
41462	B1ZfCnNNRgk	81	261	train	261
164676	q-pK1R5S_vg	176	261	train	261
16239	3MxYbbLxfjw	30	261	train	287
147891	k92KcoS2_O8	177	261	train	76
108068	XNken7DSYwE	496	261	train	142
6389	0dhtw9eRuaA	30	261	train	261
113317	ZAZZ1wImM9M	10	261	train	261
158743	ns_I6LQEMiQ	6	261	train	261
127942	dE0n3H9SHXg	83	261	train	261
109059	Xj6Hbi-1qYQ	130	261	train	261
153090	lvhvvbqmP80	50	261	train	261
179389	wEOh0U-5tgI	30	261	train	109
98559	U138MmZl2Jc	30	261	train	261
121516	ay4gFl3wgd4	253	261	train	261
183038	xWQQhwB9k5A	30	261	train	261
37185	9jtehF9IbrQ	71	261	train	261
78936	N8KBS23j8dI	67	261	train	261
191	-239HZbaZ0M	30	261	train	261
54819	F8A9iGtVbQY	120	261	train	35
39709	AWOjrxjftQM	46	261	train	106
32692	8I3EIa1CgDs	360	261	train	261
3343	-rcwNFsnCCM	291	261	train	261
3342	-rcwNFsnCCM	226	261	train	261
65014	IUZEtVbJT5c	242	261	train	170
122506	bIXHiMT_JeU	209	261	train	261
22007	53foRGhe6LI	58	261	train	261
102997	Vdly3AkLckI	100	261	train	261
42265	BGd1Jr4SsXA	85	261	train	261
72903	L4j9D8Qrju8	50	262	train	124
24242	5idyiZ2MIpE	30	262	train	240
152427	liSOG_K7SEs	30	262	train	280
95211	Sp5BFU5lYfg	0	262	train	262
108312	XTHbFsjG-g0	30	262	train	129
171579	sf_n4szstWY	0	262	train	262
55680	FQu2j4el-6g	30	262	train	262
103980	Vzgsddsd4RE	0	262	train	262
115885	_3UhOCg5d-Y	0	262	train	262
11837	29qN_hyfvNY	200	262	train	262
187477	z4s0BrKr26g	30	262	train	262
182808	xQqYkelTq3Q	10	262	train	49
157173	nKzvDbYkqzo	150	262	train	262
160153	oOl16r8Aun8	120	262	train	80
100257	UbDT00gscLo	80	262	train	262
175487	uJAkeShzkbI	290	262	train	262
4140	03FBDSuWg1k	415	262	train	262
76944	MS7OIzKL0FU	100	262	train	262
115886	_3UhOCg5d-Y	5	262	train	262
28717	72f67ednp7w	20	262	train	262
131874	eaisBPKb2wM	0	262	train	262
53274	Ee086ghdZYE	307	262	train	262
38229	A4Uo-vd16zQ	30	262	train	262
171018	sPQUe6V2loU	60	262	train	262
147594	k1hxx0sbunA	0	262	train	262
129860	dsp2f5M6q8I	30	262	train	262
117940	_mjfkZkpoGE	10	262	train	262
56978	FrsXgxc3wGc	30	262	train	262
167402	r-C5Lp2Eilo	10	262	train	262
185692	yRtVz_qJSZU	311	262	train	262
87703	QBFL6qlVzOI	0	262	train	262
188981	zcKvppo-1ns	170	262	train	262
32012	851cTIcNuDU	66	262	train	181
186565	ykgVvDsIEZs	30	262	train	288
